Game result;;1st (66);2nd (55);3rd (55);4th (53);5th (37);;1st (63);2nd (61);3rd (53);4th (52);5th (51);;1st (58);2nd (50);3rd (50);4th (44);5th (43);;1st (59);2nd (56);3rd (53);4th (53);5th (49);;1st (65);2nd (63);3rd (44);4th (43);5th (43);;1st (60);2nd (56);3rd (54);4th (48);5th (47);;1st (61);2nd (43);3rd (42);4th (41);5th (32);;1st (66);2nd (58);3rd (57);4th (55);5th (49);;1st (71);2nd (59);3rd (53);4th (47);5th (46);;1st (61);2nd (61);3rd (58);4th (53);5th (51);;1st (67);2nd (59);3rd (43);4th (43);5th (40);;1st (65);2nd (55);3rd (51);4th (42);5th (35);;1st (64);2nd (56);3rd (55);4th (54);5th (42);;1st (62);2nd (49);3rd (49);4th (47);5th (46);;1st (69);2nd (51);3rd (51);4th (51);5th (49);;1st (60);2nd (55);3rd (52);4th (45);5th (40);;1st (61);2nd (54);3rd (52);4th (51);5th (38);;1st (67);2nd (57);3rd (53);4th (50);5th (47);;1st (65);2nd (56);3rd (55);4th (53);5th (49);;1st (59);2nd (51);3rd (49);4th (48);5th (47);;1st (66);2nd (54);3rd (47);4th (43);5th (34);;1st (55);2nd (55);3rd (50);4th (47);5th (47);;1st (60);2nd (54);3rd (54);4th (50);5th (33);;1st (54);2nd (52);3rd (51);4th (45);5th (40);;1st (79);2nd (71);3rd (56);4th (54);5th (45);;1st (60);2nd (59);3rd (54);4th (48);5th (41);;1st (55);2nd (54);3rd (50);4th (48);5th (46);;1st (57);2nd (50);3rd (48);4th (44);5th (35);;1st (55);2nd (54);3rd (47);4th (43);5th (41);;1st (65);2nd (53);3rd (47);4th (44);5th (43);;1st (70);2nd (60);3rd (59);4th (51);5th (35);;1st (64);2nd (54);3rd (52);4th (50);5th (41);;1st (57);2nd (57);3rd (52);4th (48);5th (46);;1st (58);2nd (58);3rd (50);4th (49);5th (45);;1st (65);2nd (64);3rd (62);4th (48);5th (46);;1st (63);2nd (50);3rd (42);4th (38);5th (36);;1st (74);2nd (64);3rd (55);4th (55);5th (50);;1st (61);2nd (54);3rd (52);4th (51);5th (48);;1st (54);2nd (44);3rd (43);4th (41);5th (38);;1st (67);2nd (60);3rd (56);4th (46);5th (45);;1st (60);2nd (58);3rd (49);4th (39);5th (33);;1st (58);2nd (55);3rd (53);4th (44);5th (41);;1st (61);2nd (59);3rd (52);4th (52);5th (51);;1st (60);2nd (53);3rd (47);4th (46);5th (44);;1st (57);2nd (54);3rd (53);4th (43);5th (41);;1st (59);2nd (56);3rd (48);4th (45);5th (36);;1st (60);2nd (53);3rd (46);4th (42);5th (39);;1st (58);2nd (47);3rd (44);4th (43);5th (41);;1st (62);2nd (59);3rd (55);4th (54);5th (46);;1st (68);2nd (53);3rd (52);4th (43);5th (37);;1st (57);2nd (54);3rd (51);4th (50);5th (50);;1st (59);2nd (59);3rd (56);4th (52);5th (47);;1st (63);2nd (55);3rd (51);4th (50);5th (49);;1st (71);2nd (59);3rd (48);4th (46);5th (42);;1st (67);2nd (57);3rd (56);4th (54);5th (46);;1st (55);2nd (52);3rd (51);4th (51);5th (41);;1st (65);2nd (60);3rd (58);4th (46);5th (46);;1st (57);2nd (50);3rd (49);4th (47);5th (43)
Cards discarded;;1;1;0;0;0;;0;1;0;2;0;;0;1;1;0;0;;0;0;0;0;0;;0;0;0;0;3;;1;0;1;0;0;;0;0;0;2;0;;1;0;1;0;2;;0;1;1;1;0;;0;0;0;0;1;;0;0;0;0;0;;0;1;0;1;2;;0;0;1;0;1;;0;0;1;0;0;;0;0;1;0;0;;0;1;0;1;0;;0;1;0;1;3;;0;0;0;0;1;;0;0;1;1;2;;1;0;1;2;0;;0;0;0;1;0;;0;2;0;0;0;;0;0;1;2;0;;3;0;0;0;0;;1;0;2;0;0;;0;0;0;0;3;;1;1;0;1;0;;0;0;1;1;0;;2;0;0;0;1;;0;0;0;0;1;;0;0;0;0;1;;1;0;0;0;1;;0;1;0;1;2;;0;2;0;2;0;;0;0;1;0;1;;0;3;0;0;0;;0;3;0;0;0;;1;0;0;1;0;;0;3;1;1;1;;0;1;0;0;1;;0;0;0;0;0;;1;0;0;0;2;;1;0;1;0;0;;0;1;1;1;1;;0;1;0;2;0;;0;0;0;2;0;;0;1;0;1;0;;0;0;1;0;0;;0;0;0;0;0;;1;1;0;0;1;;0;1;0;0;0;;1;0;1;0;2;;1;1;0;0;0;;1;0;0;2;2;;0;0;0;0;0;;0;0;1;1;0;;2;0;0;0;0;;0;0;0;0;0
Chained constructions;;7;1;0;3;1;;1;1;0;5;3;;5;0;1;0;1;;5;2;3;1;0;;3;2;0;2;5;;3;2;1;3;1;;3;2;1;3;1;;0;3;1;3;2;;8;1;0;4;3;;1;2;5;0;2;;1;0;0;3;2;;4;2;2;2;1;;4;0;2;5;3;;1;2;2;2;0;;0;0;5;4;1;;2;7;1;0;1;;0;3;3;7;2;;6;0;1;1;0;;3;1;3;1;3;;1;4;2;1;4;;4;2;3;1;1;;2;2;4;0;1;;2;5;0;1;0;;5;1;1;1;0;;7;0;0;1;2;;2;7;1;2;1;;1;0;0;2;3;;1;0;3;1;0;;2;2;3;0;2;;1;1;2;1;3;;0;1;3;0;3;;3;6;3;5;1;;2;6;0;4;1;;1;3;4;3;0;;5;2;1;0;1;;3;2;4;1;1;;1;7;4;1;1;;4;1;0;0;2;;1;1;1;4;0;;0;7;1;2;4;;2;5;1;3;3;;1;2;2;0;4;;5;0;2;2;3;;3;2;0;1;0;;1;2;4;2;5;;7;3;0;0;2;;3;5;1;1;2;;0;3;4;0;2;;2;1;4;1;0;;0;1;3;1;0;;1;5;2;4;4;;0;2;1;3;1;;0;3;1;0;1;;5;1;0;0;1;;1;0;4;5;1;;4;0;1;6;0;;7;2;1;0;2;;0;2;1;1;5
Coins spent on commerce;;10;8;6;16;8;;11;11;10;6;18;;8;6;6;8;4;;10;6;4;4;13;;5;5;12;7;22;;10;15;9;7;24;;11;12;0;12;8;;7;14;12;2;12;;10;10;10;5;6;;11;9;16;14;9;;2;10;10;7;6;;8;6;16;8;10;;9;0;8;23;3;;16;9;9;15;9;;6;18;14;8;10;;4;4;13;6;20;;20;2;10;12;20;;8;14;20;18;7;;10;16;16;10;9;;4;16;3;8;12;;12;8;13;18;2;;12;19;4;8;14;;8;13;16;17;6;;12;6;3;4;11;;6;10;14;14;7;;12;4;10;2;10;;6;7;8;8;5;;8;0;7;18;9;;15;6;20;9;9;;13;16;2;12;12;;11;12;14;13;8;;6;8;4;10;20;;2;12;4;17;18;;8;16;14;14;7;;10;9;4;6;12;;14;9;4;7;4;;4;6;11;12;12;;11;10;16;15;13;;4;5;6;13;12;;16;10;9;1;9;;11;5;14;5;5;;6;9;9;12;12;;16;12;12;2;4;;16;8;8;2;8;;8;12;8;8;17;;6;8;4;7;7;;22;16;6;11;8;;13;11;12;2;7;;16;14;6;10;5;;15;12;10;9;22;;4;6;8;0;16;;14;14;7;16;2;;6;8;12;14;7;;14;5;14;6;18;;10;12;9;8;4;;4;11;8;9;0;;12;15;7;11;14;;4;24;16;6;6
Coins gained through commerce;;4;7;19;10;8;;11;10;20;12;3;;5;2;9;6;10;;0;2;14;13;8;;18;15;8;8;2;;15;24;10;5;11;;8;0;15;2;18;;14;0;11;7;15;;12;6;8;2;13;;14;18;2;14;11;;8;10;6;6;5;;11;9;6;8;14;;4;18;13;4;4;;15;14;6;13;10;;20;8;6;14;8;;2;2;14;12;17;;17;15;5;15;12;;21;8;9;9;20;;25;6;8;14;8;;4;10;6;9;14;;20;6;6;12;9;;11;7;17;10;12;;14;9;14;7;16;;3;6;10;12;5;;5;12;9;21;4;;4;14;8;10;2;;2;12;10;6;4;;9;21;4;2;6;;9;13;4;18;15;;6;16;12;2;19;;8;13;13;16;8;;16;10;11;7;4;;12;14;17;2;8;;10;10;13;10;16;;6;10;4;14;7;;9;6;0;6;17;;6;4;14;11;10;;12;20;16;11;6;;11;9;8;4;8;;10;3;14;16;2;;17;0;13;3;7;;12;11;11;8;6;;12;16;2;8;8;;14;13;10;5;0;;18;7;9;8;11;;4;9;7;7;5;;17;9;5;16;16;;7;8;4;19;7;;4;7;18;6;16;;16;12;20;12;8;;4;3;18;2;7;;18;10;6;6;13;;20;10;7;8;2;;5;14;16;17;5;;8;9;6;10;10;;7;6;2;2;15;;10;6;10;18;15;;21;6;6;11;12
Shields;;4;9;8;0;7;;5;5;2;3;5;;0;4;11;10;4;;0;8;9;6;9;;2;8;6;7;0;;5;0;7;0;9;;9;6;3;7;8;;7;7;5;1;1;;7;4;0;9;3;;5;3;0;7;4;;6;6;0;3;3;;5;9;7;1;6;;6;8;1;7;4;;2;9;9;9;1;;7;1;0;11;8;;6;0;13;3;12;;6;7;8;6;3;;2;6;11;5;8;;1;3;2;7;10;;8;6;0;10;4;;0;6;9;9;9;;9;6;5;0;11;;9;0;8;5;8;;4;8;2;12;4;;0;3;11;2;9;;1;3;6;3;10;;9;10;3;0;8;;10;10;0;4;9;;5;1;4;4;10;;7;1;3;6;7;;6;3;0;9;2;;7;2;3;8;4;;6;0;11;8;3;;7;3;8;1;7;;1;5;6;5;1;;9;9;2;8;4;;6;0;8;7;0;;8;3;7;7;7;;4;7;9;2;9;;7;6;3;5;2;;10;7;3;3;5;;9;7;5;9;0;;3;7;3;7;1;;2;0;6;8;5;;8;8;0;4;7;;4;3;8;9;8;;1;3;12;9;10;;5;12;10;1;7;;10;5;6;1;8;;4;12;1;4;3;;0;8;7;4;5;;9;5;8;3;1;;9;3;8;1;9;;0;3;9;8;10;;4;6;1;0;8;;7;10;2;5;9;;0;3;3;11;8;;6;4;9;7;6
Wonder side A;;no;no;yes;no;no;;no;no;yes;no;no;;yes;no;no;no;no;;no;no;no;no;no;;no;no;yes;no;no;;no;no;no;yes;no;;no;yes;yes;yes;no;;no;no;no;no;yes;;no;no;no;no;no;;no;no;no;no;no;;no;no;no;no;no;;no;no;yes;no;no;;no;no;no;no;no;;no;no;no;no;no;;no;yes;no;no;yes;;yes;yes;yes;yes;no;;no;no;no;no;no;;no;no;no;yes;no;;no;no;no;no;no;;no;no;no;no;no;;no;no;no;no;no;;no;no;no;no;no;;no;no;no;no;no;;no;no;yes;no;no;;no;no;no;no;no;;no;no;yes;no;yes;;no;no;no;no;no;;no;yes;no;no;no;;no;no;no;no;no;;no;no;no;no;no;;no;no;no;no;no;;no;no;no;no;no;;no;no;no;no;no;;no;no;no;no;no;;no;no;no;no;no;;no;no;yes;yes;no;;no;no;no;no;no;;no;no;no;no;no;;no;no;yes;no;no;;no;no;no;no;yes;;no;no;no;yes;no;;no;no;no;no;no;;no;no;no;no;no;;no;no;no;no;no;;no;yes;no;no;no;;no;no;no;no;no;;no;no;no;no;no;;no;no;no;no;no;;no;no;no;no;no;;no;yes;yes;no;no;;no;no;no;no;no;;no;no;no;no;no;;no;no;no;no;no;;no;no;no;no;yes;;no;no;no;no;no;;no;yes;no;no;no;;no;no;no;no;no;;no;no;no;no;no
Wonder ID;;14;11;1;13;10;;8;11;7;9;12;;2;10;8;11;13;;14;13;11;9;10;;14;10;2;8;13;;14;9;10;6;12;;14;3;1;2;12;;10;12;11;14;2;;14;11;8;10;9;;11;13;12;8;10;;12;14;8;9;13;;13;12;2;14;10;;8;11;14;12;9;;14;11;10;12;9;;12;2;13;14;4;;6;7;4;3;9;;12;13;11;10;9;;12;8;11;6;10;;14;12;8;9;11;;13;14;9;11;12;;9;14;8;10;13;;11;9;13;10;12;;14;12;8;10;11;;9;8;6;10;14;;14;8;11;9;10;;12;11;7;13;2;;13;10;8;12;11;;12;1;13;9;10;;10;13;12;8;9;;11;14;12;10;13;;11;8;14;12;13;;11;12;10;9;8;;13;14;12;11;9;;11;14;12;9;10;;12;10;11;9;8;;9;11;3;5;14;;8;14;13;11;9;;14;9;12;11;10;;13;8;3;12;11;;11;12;14;13;3;;10;11;8;7;13;;11;8;13;10;12;;9;11;14;13;12;;12;14;8;13;10;;10;4;13;9;12;;14;9;10;8;11;;12;14;11;9;10;;10;14;13;12;8;;13;12;14;8;10;;12;4;2;8;14;;10;14;11;9;12;;11;8;10;14;9;;10;14;11;13;8;;14;8;10;13;4;;11;9;10;12;13;;11;1;10;14;13;;14;12;10;11;9;;8;12;9;13;14
Civilian Structures;;1;4;1;3;5;;2;6;3;1;2;;1;2;2;3;2;;2;2;5;5;3;;2;6;6;0;2;;2;3;5;3;2;;3;2;4;0;2;;1;2;5;1;3;;2;4;2;6;1;;5;2;3;2;3;;0;6;4;1;6;;0;3;6;4;3;;5;4;2;1;1;;5;4;4;1;1;;2;5;2;0;4;;4;1;3;4;1;;1;6;3;2;3;;0;3;2;4;4;;0;3;5;2;6;;1;2;3;5;4;;0;7;1;3;1;;5;1;1;6;2;;2;1;3;4;2;;0;2;4;3;3;;1;4;2;2;4;;2;1;5;3;2;;2;2;0;2;5;;4;1;1;3;4;;3;6;3;1;2;;5;2;2;4;1;;5;4;1;3;2;;4;1;2;3;4;;3;3;1;4;1;;4;0;6;1;3;;1;4;3;0;4;;0;6;4;2;2;;3;2;6;4;0;;0;6;3;1;4;;5;3;4;3;1;;2;3;5;3;1;;3;4;1;4;3;;2;1;2;3;4;;1;2;2;5;5;;2;3;2;3;2;;3;3;1;6;4;;3;3;2;2;6;;5;2;3;3;1;;3;1;2;3;4;;1;3;0;4;3;;2;2;3;3;6;;2;2;4;2;3;;2;3;1;3;1;;2;2;4;4;4;;1;3;3;4;3;;4;6;4;0;1;;8;4;1;2;2;;2;2;3;2;4;;2;2;3;5;2
Scientific Structures;;9;0;0;6;0;;0;0;0;7;6;;7;0;0;0;2;;9;1;0;0;0;;1;0;0;3;6;;4;5;0;6;2;;4;3;0;4;1;;0;0;0;7;5;;9;0;0;0;4;;0;4;7;0;0;;0;1;1;5;1;;6;0;0;0;0;;0;0;8;5;3;;4;0;0;3;2;;0;1;8;6;0;;0;9;0;0;2;;0;0;0;8;3;;9;0;0;0;0;;7;2;0;2;0;;0;5;4;0;3;;8;0;0;0;3;;0;7;7;0;0;;0;7;0;0;0;;7;0;4;0;5;;12;0;0;2;0;;4;10;0;0;1;;0;0;0;6;0;;3;0;6;2;0;;3;3;2;0;0;;0;5;1;0;7;;0;0;8;0;7;;0;4;3;5;0;;0;9;0;0;4;;0;8;3;6;0;;9;0;0;3;0;;4;0;3;2;3;;0;10;0;0;4;;7;1;3;0;0;;0;0;2;4;0;;0;9;2;0;6;;0;4;0;2;5;;0;0;4;0;5;;8;0;5;0;4;;3;6;0;1;0;;0;0;7;0;3;;9;2;0;0;0;;5;7;0;0;2;;0;5;5;2;0;;3;0;9;0;0;;0;0;5;1;0;;0;6;0;4;5;;0;0;0;7;4;;0;7;0;2;0;;10;0;0;0;0;;1;0;2;9;1;;0;0;2;8;0;;10;4;0;2;1;;0;2;0;0;6
Guilds;;1;1;2;2;0;;1;1;3;1;0;;1;1;1;1;2;;1;2;0;2;2;;4;0;0;1;2;;1;2;1;0;1;;2;1;0;0;3;;3;2;1;1;0;;0;2;2;0;1;;1;1;0;1;3;;3;1;1;2;0;;3;0;0;1;2;;0;1;1;1;2;;2;1;1;1;1;;2;1;0;1;1;;2;1;1;0;2;;3;0;2;0;1;;0;1;2;1;1;;2;3;0;1;0;;1;1;2;0;1;;1;1;0;2;2;;2;0;1;0;1;;3;1;1;2;0;;1;1;0;0;0;;0;0;1;3;1;;2;0;1;1;0;;1;1;3;1;0;;2;0;1;1;1;;0;1;2;1;1;;3;2;1;0;0;;1;3;2;0;0;;1;2;2;0;2;;2;0;1;1;2;;1;2;0;1;1;;1;2;3;1;0;;2;0;0;1;1;;2;0;1;2;2;;2;0;1;2;2;;2;0;0;1;2;;3;0;2;1;1;;0;0;4;1;1;;2;1;2;1;1;;0;3;1;0;0;;3;2;0;1;0;;2;0;1;1;1;;0;2;2;0;0;;0;1;1;1;0;;4;1;1;1;0;;2;1;0;1;1;;3;1;2;1;0;;4;0;1;0;1;;2;1;2;0;2;;1;1;2;3;0;;2;2;2;0;0;;2;2;1;0;2;;0;1;3;0;1;;0;1;3;1;1;;1;2;1;1;1
Military Structures;;3;3;3;0;3;;3;2;1;1;2;;0;3;5;3;2;;0;4;3;3;4;;2;4;3;3;0;;2;0;4;0;3;;4;3;1;4;3;;3;4;2;1;1;;3;2;0;4;2;;2;2;0;3;2;;4;4;0;1;1;;2;5;3;1;3;;3;3;1;3;2;;1;4;4;4;1;;3;1;0;6;3;;3;0;4;2;5;;3;4;2;2;2;;1;2;4;3;4;;1;1;2;3;4;;4;3;0;4;2;;0;3;5;4;4;;4;2;2;0;5;;5;0;4;3;2;;2;4;1;5;2;;0;2;4;1;4;;1;1;3;1;5;;5;4;2;0;3;;4;5;0;3;4;;3;1;2;2;4;;3;1;2;3;3;;2;2;0;4;1;;3;1;2;3;2;;3;0;5;3;2;;3;2;3;1;3;;1;3;3;2;1;;4;5;1;3;2;;3;0;4;3;0;;3;2;3;3;3;;2;4;4;1;3;;3;2;2;3;1;;5;3;2;2;2;;4;3;3;4;0;;1;3;1;4;1;;2;0;3;4;3;;4;3;0;3;3;;2;2;4;4;2;;1;1;4;4;5;;3;5;4;1;3;;5;3;2;1;3;;2;5;1;2;2;;0;4;3;2;2;;4;3;3;2;1;;5;2;3;1;3;;0;1;5;3;3;;1;4;1;0;4;;2;5;1;2;4;;0;2;2;4;4;;3;2;4;3;3
Commercial Structures;;1;3;2;1;3;;6;2;3;2;2;;1;3;2;4;3;;3;3;3;3;3;;5;1;4;2;2;;3;2;1;2;4;;3;3;1;2;1;;4;6;1;3;1;;0;2;4;2;2;;3;2;3;1;5;;3;3;2;4;2;;2;4;2;6;1;;4;1;1;4;4;;2;2;3;2;6;;2;4;2;2;3;;2;2;3;4;3;;2;2;6;1;2;;1;5;3;4;2;;2;3;5;2;1;;6;3;2;1;2;;1;3;5;1;1;;1;2;1;4;2;;3;5;1;2;2;;1;2;2;3;3;;1;5;3;3;3;;1;1;2;7;1;;4;3;1;0;5;;1;1;4;4;2;;2;2;3;3;5;;2;2;5;6;0;;3;3;2;3;2;;3;5;2;2;2;;3;1;2;5;3;;4;2;2;2;2;;1;4;3;3;2;;1;2;4;2;3;;3;1;2;3;5;;1;2;2;3;5;;3;2;1;3;4;;2;1;3;5;3;;3;4;3;2;2;;2;7;2;1;0;;2;1;5;4;1;;1;1;3;2;5;;3;5;2;1;1;;1;6;0;1;3;;2;2;4;4;1;;3;2;1;2;4;;2;4;1;4;2;;3;3;1;4;4;;5;1;3;2;1;;2;5;4;2;0;;1;1;2;2;5;;1;2;1;2;4;;3;2;5;1;3;;3;2;4;3;3;;1;4;3;1;2;;3;5;5;2;1
Raw Materials;;1;4;5;3;1;;2;3;5;2;2;;3;2;4;3;4;;1;2;5;2;3;;4;2;1;5;1;;3;4;2;2;2;;2;3;6;3;4;;2;1;4;3;3;;2;3;5;1;4;;3;3;1;5;1;;4;2;4;3;3;;3;2;3;5;3;;3;7;2;1;3;;3;3;2;3;4;;5;2;1;2;4;;3;2;3;2;4;;6;2;2;1;2;;2;3;4;2;2;;6;1;1;4;2;;2;3;2;4;3;;4;3;2;2;4;;3;2;3;3;4;;3;1;4;2;7;;2;4;3;3;4;;2;3;4;3;1;;3;4;3;3;3;;1;3;6;3;3;;4;6;1;1;3;;1;2;3;6;4;;3;4;3;1;4;;4;3;3;4;3;;4;2;2;2;4;;3;2;4;2;4;;4;2;2;3;4;;2;2;3;4;4;;4;2;3;2;5;;4;0;2;4;4;;2;4;1;6;1;;2;4;2;0;5;;5;1;2;3;1;;2;2;4;4;3;;5;2;2;3;3;;1;6;1;2;3;;3;4;4;3;3;;3;3;3;3;2;;2;2;4;3;3;;2;3;4;3;3;;1;3;2;5;3;;2;4;4;3;3;;3;3;4;2;3;;3;3;5;4;3;;3;2;4;3;4;;3;2;4;3;3;;1;6;2;4;2;;5;2;2;3;3;;4;4;1;1;5;;2;2;3;4;4;;4;2;3;4;3
Manufactured Goods;;1;0;2;0;3;;1;1;2;1;1;;2;3;1;2;0;;2;1;0;3;0;;0;2;3;1;0;;1;1;1;2;1;;0;0;3;0;2;;1;0;2;2;1;;2;2;0;1;2;;2;1;1;2;0;;1;1;2;1;2;;1;0;1;0;1;;0;1;2;0;1;;1;2;0;1;2;;1;1;1;1;0;;1;1;1;2;2;;0;0;1;1;1;;2;0;1;1;1;;0;2;0;3;1;;0;1;3;0;0;;3;1;1;2;1;;1;1;1;2;1;;2;0;0;1;3;;1;1;1;1;1;;1;0;0;3;2;;2;1;2;0;0;;1;1;2;2;0;;0;2;1;2;1;;1;0;1;1;1;;0;2;1;1;1;;1;1;2;1;1;;0;0;3;2;0;;1;2;2;0;0;;0;0;2;2;2;;1;0;0;3;2;;2;0;0;3;2;;0;2;0;0;3;;2;2;2;0;0;;1;1;1;2;0;;1;1;2;0;2;;2;0;1;1;0;;0;0;0;3;1;;3;1;2;0;1;;1;1;1;0;1;;1;0;1;1;1;;1;0;3;2;2;;0;1;0;2;3;;2;1;0;2;1;;0;0;2;1;3;;1;0;0;2;2;;2;1;1;3;1;;2;0;0;1;3;;2;2;1;0;0;;2;0;2;0;1;;0;2;0;2;1;;0;1;3;1;1;;1;0;1;2;1;;1;0;2;0;2
